id,kind,stage,loss,learning_rate,seed,epochs,alpha,train_n,train_mae,train_mse,train_rmse,train_bias,validation_n,validation_mae,validation_mse,validation_rmse,validation_bias
US-natural/lstm-post-mae-s43,lstm,posttraining,mae,0.0001,43,5,,205,0.014628520300342954,0.0004284327339510872,0.020698616715884355,0.005396452644518718,200,0.02026517246331626,0.0006611395212260407,0.025712633494569176,0.005935984760531406
US-natural/lstm-post-mse-s43,lstm,posttraining,mse,0.0001,43,5,,205,0.013496042070773647,0.00036375280940030097,0.019072304774208623,-6.232731562513818e-05,200,0.01976123828618507,0.0006332240502096916,0.02516394345506466,0.0009928704276766585
US-natural/lstm-post-mae-s44,lstm,posttraining,mae,0.0001,44,5,,205,0.012887197891084173,0.0003385165772393863,0.018398819995841753,-0.0011184620890888754,200,0.017508579805477507,0.0005256605464080345,0.0229272882480252,-0.004656748339525243
US-natural/lstm-post-mse-s44,lstm,posttraining,mse,0.0001,44,5,,205,0.013072551491320847,0.00033324031474754156,0.01825487098687749,-0.003407590319928116,200,0.018821997939694617,0.0005949661321288303,0.024391927601746244,-0.007512622751287001
US-natural/gru-post-mae-s42,gru,posttraining,mae,0.0001,42,5,,205,0.012576443337398489,0.0003333940702197162,0.018259081855879725,0.001185707010416479,200,0.015651011057747764,0.00042581504242158205,0.020635286342127218,-0.002838512115171929
US-natural/gru-post-mse-s42,gru,posttraining,mse,0.0001,42,5,,205,0.012645844151722698,0.00031524933057872816,0.01775526205322603,-0.0014084876053430217,200,0.016597759211078124,0.00046307510673647667,0.021519179973606722,-0.004870963595798988
US-natural/gru-post-mae-s43,gru,posttraining,mae,0.0001,43,5,,205,0.012601695548410943,0.0002982350840614796,0.017269484186317772,0.00297653450498542,200,0.018491748211606488,0.0006387910927999296,0.025274316861191908,-0.0050833602212283805
US-natural/gru-post-mse-s43,gru,posttraining,mse,0.0001,43,5,,205,0.012347251744173499,0.0002738029329337439,0.0165469916581155,-0.0010719349214429793,200,0.01922652332957708,0.0006715333859176109,0.02591396121625582,-0.008714243672779579
US-natural/gru-post-mae-s44,gru,posttraining,mae,0.0001,44,5,,205,0.01230949735004781,0.0003131488017302788,0.01769601089879521,7.431113528817477e-05,200,0.019039817142131845,0.0007004136341609224,0.026465328907098858,-0.007738924302152176
US-natural/gru-post-mse-s44,gru,posttraining,mse,0.0001,44,5,,205,0.012948918618291047,0.00031105704743552285,0.01763680944602858,-0.0023198722809039496,200,0.019339026671422097,0.0006739706340720983,0.025960944398694327,-0.009367354601613065
